x,a,b,c,d,index_value,true_index_value,label
2,80,2,31,70,177,3950.65,0
3,91,13,31,70,183,3949.99,0
4,112,18,31,70,188,3949.45,0
5,125,29,44,70,197,3948.47,0
6,125,30,55,70,191,3949.12,0
7,124,28,50,70,188,3949.45,0
8,113,31,41,69,188,3949.45,0
9,105,32,43,69,189,3949.34,0
10,110,36,43,69,198,3948.36,0
11,110,32,57,69,191,3949.12,0
12,109,27,53,64,179,3950.43,0
13,64,22,38,61,164,3952.06,0
14,37,18,21,59,152,3953.37,0
15,12,19,16,60,155,3953.04,0
16,27,25,32,62,164,3952.06,0
17,52,34,40,62,175,3950.86,0
18,59,41,43,64,184,3949.88,0
19,73,52,51,64,198,3948.36,0
20,80,54,64,64,204,3947.71,0
21,85,55,74,65,212,3946.84,0
22,93,53,69,65,203,3947.82,0
23,93,52,60,65,200,3948.14,0
24,93,50,50,65,194,3948.8,0
25,91,49,61,64,191,3949.12,0
26,87,49,61,65,186,3949.67,0
27,94,54,57,66,198,3948.36,0
28,103,57,58,66,203,3947.82,0
29,103,59,62,66,207,3947.38,0
30,102,58,74,65,207,3947.38,0
31,103,56,69,66,204,3947.71,0
32,104,57,68,66,205,3947.6,0
33,110,59,65,67,213,3946.73,0
34,112,60,73,68,217,3946.29,0
35,120,66,76,68,225,3945.42,0
36,120,67,76,68,228,3945.09,0
37,120,69,77,68,234,3944.44,0
38,118,69,75,69,235,3944.33,0
39,127,70,84,70,238,3944.01,0
40,132,72,88,70,239,3943.9,0
41,132,73,85,69,240,3943.79,0
42,137,75,85,69,242,3943.57,0
43,140,76,95,69,244,3943.35,0
44,148,77,100,69,245,3943.24,0
45,148,75,98,69,241,3943.68,0
46,149,73,92,69,237,3944.11,0
47,150,70,87,69,234,3944.44,0
48,150,66,90,69,228,3945.09,0
49,149,64,84,69,225,3945.42,0
50,143,58,75,69,216,3946.4,0
51,141,54,70,69,210,3947.05,0
52,140,49,68,69,202,3947.92,0
53,138,45,59,69,194,3948.8,0
54,132,43,50,69,189,3949.34,0
55,129,41,44,68,187,3949.56,0
56,128,39,41,68,182,3950.1,0
57,127,38,43,68,181,3950.21,0
58,126,37,42,68,185,3949.78,0
59,128,39,40,68,187,3949.56,0
60,128,39,40,68,187,3949.56,0
61,127,38,44,67,178,3950.54,0
62,124,37,41,66,175,3950.86,0
63,119,34,34,66,170,3951.41,0
64,117,33,28,65,168,3951.63,0
65,116,34,21,66,169,3951.52,0
66,121,37,28,66,171,3951.3,0
67,121,40,35,66,181,3950.21,0
68,121,38,36,66,177,3950.65,0
69,121,36,32,66,173,3951.08,0
70,120,35,33,66,168,3951.63,0
71,120,35,31,66,167,3951.74,0
72,121,36,28,67,168,3951.63,0
73,126,38,28,67,170,3951.41,0
74,126,39,27,67,170,3951.41,0
75,125,39,35,68,170,3951.41,0
76,129,42,35,68,180,3950.32,0
77,129,43,35,68,181,3950.21,0
78,129,42,38,67,181,3950.21,0
79,128,40,37,65,174,3950.97,0
80,121,36,29,64,164,3952.06,0
81,116,37,25,64,164,3952.06,0
82,115,37,23,64,162,3952.28,0
83,114,34,24,62,158,3952.72,0
84,112,31,25,61,145,3954.13,0
85,104,28,21,59,137,3955.0,0
86,101,26,15,59,131,3955.65,0
87,99,25,12,57,126,3956.2,0
88,95,24,13,56,121,3956.74,0
89,92,24,15,54,120,3956.85,0
90,86,25,13,53,115,3957.4,0
91,86,27,12,53,115,3957.4,0
92,85,27,12,53,110,3957.94,0
93,83,27,15,51,108,3958.16,0
94,78,24,11,50,104,3958.59,0
95,77,25,8,50,104,3958.59,0
96,77,28,7,50,110,3957.94,0
97,79,29,7,50,110,3957.94,0
98,80,34,12,50,114,3957.51,0
99,80,35,16,50,112,3957.72,0
100,80,36,17,49,111,3957.83,0
101,79,37,15,50,107,3958.27,0
102,80,40,18,50,114,3957.51,0
103,83,42,20,50,115,3957.4,0
104,83,45,23,50,119,3956.96,0
105,83,45,23,50,112,3957.72,0
106,82,43,23,49,106,3958.38,0
107,79,37,20,48,90,3960.12,0
108,77,35,14,44,82,3960.99,0
109,67,31,9,43,72,3962.08,0
110,65,33,8,43,72,3962.08,0
111,64,33,13,41,67,3962.62,0
112,61,33,13,42,66,3962.73,0
113,66,37,9,42,68,3962.51,0
114,66,40,16,42,72,3962.08,0
115,65,39,22,41,66,3962.73,0
116,62,38,23,38,62,3963.17,0
117,59,38,17,38,55,3963.93,0
118,59,38,17,39,53,3964.15,0
119,60,41,14,39,56,3963.82,0
120,60,42,17,39,56,3963.82,0
121,61,46,21,39,63,3963.06,0
122,61,47,21,39,63,3963.06,0
123,60,48,20,37,65,3962.84,0
124,59,47,16,37,61,3963.28,0
125,57,45,17,35,56,3963.82,0
126,53,44,13,34,51,3964.36,0
127,51,44,11,33,49,3964.58,0
128,50,45,13,32,49,3964.58,0
129,49,50,14,33,57,3963.71,0
130,53,52,15,34,61,3963.28,0
131,56,59,23,35,78,3961.42,0
132,59,63,27,36,86,3960.55,0
133,60,67,34,36,94,3959.68,0
